symptom,pref_label,meddra_code,soc
Therapy non-responder,Therapy non-responder,10051082,General disorders and administration site conditions
Thermal ablation,,,API_Error
Thinking abnormal,Thinking abnormal,10043431,Nervous system disorders
Thirst,Thirst,10043458,General disorders and administration site conditions
Thirst decreased,Thirst decreased,10050200,General disorders and administration site conditions
Thoracotomy,Thoracotomy,10043491,Surgical and medical procedures
Thought blocking,Thought blocking,10043495,Psychiatric disorders
Throat clearing,Throat clearing,10080125,"Respiratory, thoracic and mediastinal disorders"
Throat irritation,Throat irritation,10043521,"Respiratory, thoracic and mediastinal disorders"
Throat lesion,Throat lesion,10054830,"Respiratory, thoracic and mediastinal disorders"
Throat tightness,Throat tightness,10043528,"Respiratory, thoracic and mediastinal disorders"
Thrombectomy,Thrombectomy,10043530,Surgical and medical procedures
Thrombin time,Thrombin time,10043539,Investigations
Thrombin-antithrombin III complex increased,Thrombin-antithrombin III complex increased,10053968,Investigations
Thrombocytopenia,Thrombocytopenia,10043554,Blood and lymphatic system disorders
Thrombocytosis,Thrombocytosis,10043563,Blood and lymphatic system disorders
Thromboembolectomy,Thromboembolectomy,10064958,Surgical and medical procedures
Thrombosis,Thrombosis,10043607,Vascular disorders
Thrombosis mesenteric vessel,Thrombosis mesenteric vessel,10043626,Gastrointestinal disorders
Thrombosis with thrombocytopenia syndrome,Thrombosis with thrombocytopenia syndrome,10086158,Vascular disorders
Thrombotic microangiopathy,Thrombotic microangiopathy,10043645,Vascular disorders
Thrombotic thrombocytopenic purpura,Thrombotic thrombocytopenic purpura,10043648,Blood and lymphatic system disorders
Thunderclap headache,Thunderclap headache,10075481,Nervous system disorders
Thymectomy,Thymectomy,10043661,Surgical and medical procedures
Thymic carcinoma,Thymic carcinoma,10087220,"Respiratory, thoracic and mediastinal disorders"
Thymoma malignant,Thymoma malignant,10061031,"Respiratory, thoracic and mediastinal disorders"
Thymus enlargement,Thymus enlargement,10065588,Blood and lymphatic system disorders
Thyroglobulin,Thyroglobulin,10061136,Investigations
Thyroglobulin increased,Thyroglobulin increased,10054010,Investigations
Thyroglobulin present,Thyroglobulin present,10054024,Investigations
Thyroid cancer,Thyroid cancer,10066474,Endocrine disorders
Thyroid cancer metastatic,Thyroid cancer metastatic,10055107,Endocrine disorders
Thyroid disorder,Thyroid disorder,10043709,Endocrine disorders
Thyroid function test,,,API_Error
Thyroid function test abnormal,Thyroid function test abnormal,10043730,Investigations
Thyroid function test normal,Thyroid function test normal,10043731,Investigations
Thyroid hormones decreased,Thyroid hormones decreased,10075803,Investigations
Thyroid hormones test,Thyroid hormones test,10086270,Investigations
Thyroid mass,Thyroid mass,10058900,Endocrine disorders
Thyroid neoplasm,Thyroid neoplasm,10043744,Endocrine disorders
Thyroid stimulating immunoglobulin,Thyroid stimulating immunoglobulin,10071388,Investigations
Thyroidectomy,Thyroidectomy,10062127,Surgical and medical procedures
Thyroiditis,Thyroiditis,10043778,Endocrine disorders
Thyroiditis subacute,Thyroiditis subacute,10043784,Endocrine disorders
Thyroxine,Thyroxine,10043813,Investigations
Thyroxine free,Thyroxine free,10055157,Investigations
Thyroxine free abnormal,Thyroxine free abnormal,10055158,Investigations
Thyroxine free decreased,Thyroxine free decreased,10055162,Investigations
Thyroxine free increased,Thyroxine free increased,10055163,Investigations
Thyroxine free normal,Thyroxine free normal,10055159,Investigations
Thyroxine increased,Thyroxine increased,10043818,Investigations
Thyroxine normal,Thyroxine normal,10043820,Investigations
Tic,Tic,10043833,Nervous system disorders
Tick removal,Tick removal,10085933,Surgical and medical procedures
Tilt table test,Tilt table test,10052700,Investigations
Tilt table test positive,Tilt table test positive,10072467,Investigations
Time perception altered,Time perception altered,10074073,Psychiatric disorders
Tinea infection,Tinea infection,10060889,Skin and subcutaneous tissue disorders
Tinel's sign,Tinel's sign,10052492,Nervous system disorders
Tinnitus,Tinnitus,10043882,Ear and labyrinth disorders
Tissue infiltration,Tissue infiltration,10080901,General disorders and administration site conditions
Tissue rupture,Tissue rupture,10080972,General disorders and administration site conditions
Tobacco abuse,Tobacco abuse,10043903,Psychiatric disorders
Toe walking,Toe walking,10068872,Musculoskeletal and connective tissue disorders
Tongue biting,Tongue biting,10050467,"Injury, poisoning and procedural complications"
Tongue blistering,Tongue blistering,10043942,Gastrointestinal disorders
Tongue coated,Tongue coated,10043945,Gastrointestinal disorders
Tongue discomfort,Tongue discomfort,10077855,Gastrointestinal disorders
Tongue disorder,Tongue disorder,10043951,Gastrointestinal disorders
Tongue dry,Tongue dry,10049713,Gastrointestinal disorders
Tongue eruption,Tongue eruption,10052002,Gastrointestinal disorders
Tongue erythema,Tongue erythema,10079075,Gastrointestinal disorders
Tongue movement disturbance,Tongue movement disturbance,10043963,Gastrointestinal disorders
Tongue neoplasm malignant stage unspecified,Tongue neoplasm malignant stage unspecified,10043966,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Tongue oedema,Tongue oedema,10043967,Immune system disorders
Tongue pruritus,Tongue pruritus,10070072,Gastrointestinal disorders
Tongue ulceration,Tongue ulceration,10043991,Gastrointestinal disorders
Tonic clonic movements,Tonic clonic movements,10051171,Nervous system disorders
Tonic convulsion,Tonic convulsion,10043994,Nervous system disorders
Tonsil cancer,Tonsil cancer,10044002,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Tonsillar erythema,Tonsillar erythema,10078256,"Respiratory, thoracic and mediastinal disorders"
Tonsillar exudate,Tonsillar exudate,10078257,"Respiratory, thoracic and mediastinal disorders"
Tonsillar hypertrophy,Tonsillar hypertrophy,10044003,"Respiratory, thoracic and mediastinal disorders"
Tonsillectomy,Tonsillectomy,10044006,Surgical and medical procedures
Tonsillitis,Tonsillitis,10044008,"Respiratory, thoracic and mediastinal disorders"
Tooth disorder,Tooth disorder,10044034,Gastrointestinal disorders
Tooth extraction,Tooth extraction,10062132,Surgical and medical procedures
Tooth fracture,Tooth fracture,10062544,Gastrointestinal disorders
Tooth infection,Tooth infection,10048762,Gastrointestinal disorders
Tooth injury,Tooth injury,10044043,Gastrointestinal disorders
Tooth loss,Tooth loss,10044044,Gastrointestinal disorders
Toothache,Toothache,10044055,Gastrointestinal disorders
Topography corneal,Topography corneal,10044059,Investigations
Torticollis,Torticollis,10044074,Musculoskeletal and connective tissue disorders
Total cholesterol/HDL ratio,Total cholesterol/HDL ratio,10058632,Investigations
Total cholesterol/HDL ratio normal,Total cholesterol/HDL ratio normal,10058634,Investigations
Total complement activity decreased,Total complement activity decreased,10077883,Investigations
Total lung capacity,Total lung capacity,10044097,Investigations
Total lung capacity abnormal,Total lung capacity abnormal,10044098,Investigations
Total lung capacity normal,Total lung capacity normal,10044102,Investigations
Tourette's disorder,Tourette's disorder,10044126,Psychiatric disorders
Toxic encephalopathy,Toxic encephalopathy,10044221,"Injury, poisoning and procedural complications"
Toxic nodular goitre,Toxic nodular goitre,10044242,Endocrine disorders
Toxicity to various agents,Toxicity to various agents,10070863,"Injury, poisoning and procedural complications"
Toxicologic test,Toxicologic test,10061384,Investigations
Toxicologic test normal,Toxicologic test normal,10061383,Investigations
Toxoplasma serology negative,Toxoplasma serology negative,10056299,Investigations
Tracheal dilation procedure,Tracheal dilation procedure,10078159,Surgical and medical procedures
Tracheal disorder,Tracheal disorder,10053490,"Respiratory, thoracic and mediastinal disorders"
Tracheostomy,Tracheostomy,10044320,Surgical and medical procedures
Transaminases increased,Transaminases increased,10054889,Investigations
Transcranial electrical motor evoked potential monitoring,Transcranial electrical motor evoked potential monitoring,10077471,Investigations
Transcription medication error,Transcription medication error,10076245,"Injury, poisoning and procedural complications"
Transcutaneous pacing,Transcutaneous pacing,10083519,Surgical and medical procedures
Transferrin,Transferrin,10044354,Investigations
Transferrin saturation,Transferrin saturation,10051007,Investigations
Transferrin saturation decreased,Transferrin saturation decreased,10050770,Investigations
Transferrin saturation increased,Transferrin saturation increased,10050771,Investigations
Transfusion,Transfusion,10066152,Surgical and medical procedures
Transient acantholytic dermatosis,Transient acantholytic dermatosis,10051446,Skin and subcutaneous tissue disorders
Transient global amnesia,Transient global amnesia,10044380,Nervous system disorders
Transient ischaemic attack,Transient ischaemic attack,10044390,Nervous system disorders
Transient lingual papillitis,Transient lingual papillitis,10079293,Gastrointestinal disorders
Transverse sinus thrombosis,Transverse sinus thrombosis,10044457,Vascular disorders
Traumatic fracture,Traumatic fracture,10049514,Musculoskeletal and connective tissue disorders
Traumatic heart injury,Traumatic heart injury,10085907,Cardiac disorders
Traumatic lung injury,Traumatic lung injury,10069363,Unknown
Traumatic tooth displacement,,,API_Error
Treatment failure,Treatment failure,10066901,General disorders and administration site conditions
Treatment noncompliance,Treatment noncompliance,10049414,"Injury, poisoning and procedural complications"
Tremor,Tremor,10044565,Nervous system disorders
Treponema test,Treponema test,10070401,Unknown
Treponema test negative,Treponema test negative,10070403,Unknown
Tri-iodothyronine,Tri-iodothyronine,10044591,Investigations
Tri-iodothyronine free,Tri-iodothyronine free,10053792,Investigations
Tri-iodothyronine free decreased,Tri-iodothyronine free decreased,10053791,Investigations
Tri-iodothyronine normal,Tri-iodothyronine normal,10044598,Investigations
Trichorrhexis,Trichorrhexis,10044625,Skin and subcutaneous tissue disorders
Tricuspid valve incompetence,Tricuspid valve incompetence,10044640,Cardiac disorders
Trigeminal nerve disorder,Trigeminal nerve disorder,10060890,Nervous system disorders
Trigeminal neuralgia,Trigeminal neuralgia,10044652,Nervous system disorders
Trigger finger,Trigger finger,10044654,Musculoskeletal and connective tissue disorders
Trigger points,Trigger points,10087554,Musculoskeletal and connective tissue disorders
Triple negative breast cancer,Triple negative breast cancer,10075566,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Triple positive breast cancer,Triple positive breast cancer,10083233,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Trismus,Trismus,10044684,Musculoskeletal and connective tissue disorders
Trisomy 18,Trisomy 18,10053884,Psychiatric disorders
Troponin,Troponin,10061576,Investigations
Troponin I,Troponin I,10050397,Investigations
Troponin I increased,Troponin I increased,10058268,Investigations
Troponin I normal,Troponin I normal,10073406,Investigations
Troponin T,Troponin T,10058266,Investigations
Troponin T increased,Troponin T increased,10058269,Investigations
Troponin T normal,Troponin T normal,10073407,Investigations
Troponin abnormal,Troponin abnormal,10084979,Investigations
Troponin increased,Troponin increased,10058267,Investigations
Troponin normal,Troponin normal,10071322,Investigations
Tryptase,Tryptase,10063240,Investigations
Tryptase increased,Tryptase increased,10063342,Investigations
Tuberculin test,Tuberculin test,10044726,Investigations
Tuberculin test negative,Tuberculin test negative,10044727,Investigations
Tuberculosis,Tuberculosis,10044755,Infections and infestations
Tubulointerstitial nephritis,Tubulointerstitial nephritis,10048302,Renal and urinary disorders
Tumour biopsy,Tumour biopsy,10088129,Investigations
Tumour excision,Tumour excision,10061392,Surgical and medical procedures
Tumour marker test,Tumour marker test,10062216,Investigations
Tunnel vision,Tunnel vision,10045178,Eye disorders
Twin pregnancy,Twin pregnancy,10045188,"Pregnancy, puerperium and perinatal conditions"
Twin reversed arterial perfusion sequence malformation,Twin reversed arterial perfusion sequence malformation,10073455,"Congenital, familial and genetic disorders"
Tympanic membrane disorder,Tympanic membrane disorder,10062218,Ear and labyrinth disorders
Tympanic membrane hyperaemia,Tympanic membrane hyperaemia,10052154,Ear and labyrinth disorders
Tympanic membrane perforation,Tympanic membrane perforation,10045210,Ear and labyrinth disorders
Tympanometry,Tympanometry,10045214,Investigations
Tympanometry abnormal,Tympanometry abnormal,10045215,Investigations
Type 1 diabetes mellitus,Type 1 diabetes mellitus,10067584,Metabolism and nutrition disorders
Type 2 diabetes mellitus,Type 2 diabetes mellitus,10067585,Metabolism and nutrition disorders
Type II hypersensitivity,Type II hypersensitivity,10054000,Immune system disorders
Type III immune complex mediated reaction,Type III immune complex mediated reaction,10053614,Immune system disorders
Type IV hypersensitivity reaction,Type IV hypersensitivity reaction,10053613,Immune system disorders
Typhus rickettsia test,Typhus rickettsia test,10070404,Investigations
Typical aura without headache,Typical aura without headache,10071669,Nervous system disorders
Ulcer,Ulcer,10045285,General disorders and administration site conditions
Ulcer haemorrhage,Ulcer haemorrhage,10061577,Vascular disorders
Ulcerative keratitis,Ulcerative keratitis,10064996,Immune system disorders
Ulnar nerve injury,Ulnar nerve injury,10045378,Nervous system disorders
Ultrasound Doppler,Ultrasound Doppler,10045412,Investigations
Ultrasound Doppler abnormal,Ultrasound Doppler abnormal,10045413,Investigations
Ultrasound Doppler normal,Ultrasound Doppler normal,10045414,Investigations
Ultrasound abdomen,Ultrasound abdomen,10052038,Investigations
Ultrasound abdomen abnormal,Ultrasound abdomen abnormal,10052039,Investigations
Ultrasound abdomen normal,Ultrasound abdomen normal,10052040,Investigations
Ultrasound antenatal screen,Ultrasound antenatal screen,10045399,Investigations
Ultrasound antenatal screen abnormal,Ultrasound antenatal screen abnormal,10045400,Investigations
Ultrasound antenatal screen normal,Ultrasound antenatal screen normal,10045401,Investigations
Ultrasound biliary tract,Ultrasound biliary tract,10064146,Investigations
Ultrasound bladder,Ultrasound bladder,10045406,Investigations
Ultrasound bladder normal,Ultrasound bladder normal,10045408,Investigations
Ultrasound breast,Ultrasound breast,10045409,Investigations
Ultrasound breast abnormal,Ultrasound breast abnormal,10045410,Investigations
Ultrasound breast normal,Ultrasound breast normal,10045411,Investigations
Ultrasound chest,Ultrasound chest,10052962,Investigations
Ultrasound head,Ultrasound head,10085915,Investigations
Ultrasound head abnormal,Ultrasound head abnormal,10085916,Investigations
Ultrasound head normal,Ultrasound head normal,10085917,Investigations
Ultrasound joint,Ultrasound joint,10063568,Investigations
Ultrasound joint abnormal,Ultrasound joint abnormal,10089008,Investigations
Ultrasound joint normal,Ultrasound joint normal,10089011,Investigations
Ultrasound kidney,Ultrasound kidney,10045421,Investigations
Ultrasound kidney abnormal,Ultrasound kidney abnormal,10045422,Investigations
Ultrasound kidney normal,Ultrasound kidney normal,10045423,Investigations
Ultrasound liver,Ultrasound liver,10045427,Investigations
Ultrasound liver elastography,Ultrasound liver elastography,10091050,Investigations
Ultrasound liver normal,Ultrasound liver normal,10045429,Investigations
Ultrasound lymph nodes,Ultrasound lymph nodes,10085635,Investigations
Ultrasound neck,Ultrasound neck,10089173,Investigations
Ultrasound pelvis,Ultrasound pelvis,10052041,Investigations
Ultrasound pelvis abnormal,Ultrasound pelvis abnormal,10052042,Investigations
Ultrasound scan,Ultrasound scan,10045434,Investigations
Ultrasound scan abnormal,Ultrasound scan abnormal,10061606,Investigations
Ultrasound scan normal,Ultrasound scan normal,10061607,Investigations
Ultrasound scan vagina,Ultrasound scan vagina,10045438,Investigations
Ultrasound spleen,Ultrasound spleen,10083327,Investigations
Ultrasound testes,Ultrasound testes,10058847,Investigations
Ultrasound testes normal,Ultrasound testes normal,10058864,Investigations
Ultrasound thyroid,Ultrasound thyroid,10049501,Investigations
Ultrasound thyroid abnormal,Ultrasound thyroid abnormal,10060987,Investigations
Ultrasound thyroid normal,,,API_Error
Umbilical hernia,Umbilical hernia,10045458,Gastrointestinal disorders
Umbilical hernia repair,Umbilical hernia repair,10045462,Surgical and medical procedures
Underdose,Underdose,10057362,"Injury, poisoning and procedural complications"
Undifferentiated connective tissue disease,Undifferentiated connective tissue disease,10071575,Musculoskeletal and connective tissue disorders
Unevaluable event,Unevaluable event,10062355,General disorders and administration site conditions
Unevaluable investigation,Unevaluable investigation,10070435,Investigations
Unexpected vaginal bleeding on hormonal IUD,Unexpected vaginal bleeding on hormonal IUD,10088030,Reproductive system and breast disorders
Unresponsive to stimuli,Unresponsive to stimuli,10045555,Nervous system disorders
Upper gastrointestinal haemorrhage,Upper gastrointestinal haemorrhage,10046274,Vascular disorders
Upper limb fracture,Upper limb fracture,10061394,Musculoskeletal and connective tissue disorders
Upper motor neurone lesion,Upper motor neurone lesion,10046298,Nervous system disorders
Upper respiratory tract congestion,Upper respiratory tract congestion,10052252,"Respiratory, thoracic and mediastinal disorders"
Upper respiratory tract infection,Upper respiratory tract infection,10046306,"Respiratory, thoracic and mediastinal disorders"
Upper-airway cough syndrome,Upper-airway cough syndrome,10070488,"Respiratory, thoracic and mediastinal disorders"
Ureteral disorder,Ureteral disorder,10062220,Renal and urinary disorders
Ureteral stent insertion,Ureteral stent insertion,10050307,Surgical and medical procedures
Ureteric cancer,Ureteric cancer,10046392,Renal and urinary disorders
Ureterolithiasis,Ureterolithiasis,10077989,Renal and urinary disorders
Urethrectomy,Urethrectomy,10070680,Surgical and medical procedures
Urethritis,Urethritis,10046480,Renal and urinary disorders
Urinary bladder haemorrhage,Urinary bladder haemorrhage,10046528,Vascular disorders
Urinary casts,Urinary casts,10046533,Investigations
Urinary cystectomy,Urinary cystectomy,10046537,Surgical and medical procedures
Urinary hesitation,Urinary hesitation,10046542,Renal and urinary disorders
Urinary incontinence,Urinary incontinence,10046543,Renal and urinary disorders
Urinary occult blood negative,Urinary occult blood negative,10084961,Investigations
Urinary occult blood positive,Urinary occult blood positive,10052287,Investigations
Urinary retention,Urinary retention,10046555,Renal and urinary disorders
Urinary sediment present,Urinary sediment present,10049821,Investigations
Urinary squamous epithelial cells increased,Urinary squamous epithelial cells increased,10088609,Investigations
Urinary system X-ray,Urinary system X-ray,10046558,Investigations
Urinary tract imaging,Urinary tract imaging,10087035,Investigations
Urinary tract infection,Urinary tract infection,10046571,Infections and infestations
Urinary tract pain,Urinary tract pain,10062225,Renal and urinary disorders
Urine abnormality,Urine abnormality,10046607,Renal and urinary disorders
Urine albumin/creatinine ratio,Urine albumin/creatinine ratio,10053542,Investigations
Urine analysis,Urine analysis,10046614,Investigations
Urine analysis abnormal,Urine analysis abnormal,10062226,Investigations
Urine analysis normal,Urine analysis normal,10061578,Investigations
Urine bilirubin decreased,Urine bilirubin decreased,10056614,Investigations
Urine ketone body absent,Urine ketone body absent,10057596,Investigations
Urine ketone body present,Urine ketone body present,10057597,Investigations
Urine odour abnormal,Urine odour abnormal,10057135,Renal and urinary disorders
Urine output,Urine output,10059894,Investigations
Urine output decreased,Urine output decreased,10059895,Investigations
Urine protein/creatinine ratio,Urine protein/creatinine ratio,10053537,Investigations
Urobilinogen urine,Urobilinogen urine,10059506,Investigations
Urobilinogen urine decreased,Urobilinogen urine decreased,10070480,Investigations
Urobilinogen urine increased,Urobilinogen urine increased,10070479,Investigations
Urodynamics measurement,Urodynamics measurement,10052685,Investigations
Urogram,Urogram,10065096,Investigations
Urological examination,Urological examination,10052684,Investigations
Urticaria,Urticaria,10046735,Skin and subcutaneous tissue disorders
Urticaria cholinergic,Urticaria cholinergic,10046740,Skin and subcutaneous tissue disorders
Urticaria chronic,Urticaria chronic,10052568,Skin and subcutaneous tissue disorders
Urticaria papular,Urticaria papular,10046750,Skin and subcutaneous tissue disorders
Urticaria thermal,Urticaria thermal,10061399,Skin and subcutaneous tissue disorders
Urticarial vasculitis,Urticarial vasculitis,10048820,Immune system disorders
Use of accessory respiratory muscles,Use of accessory respiratory muscles,10069555,"Respiratory, thoracic and mediastinal disorders"
Uterine cancer,Uterine cancer,10046766,Reproductive system and breast disorders
Uterine contractions during pregnancy,Uterine contractions during pregnancy,10049975,"Pregnancy, puerperium and perinatal conditions"
Uterine dilation and curettage,Uterine dilation and curettage,10057304,Surgical and medical procedures
Uterine enlargement,Uterine enlargement,10046782,Reproductive system and breast disorders
Uterine haemorrhage,Uterine haemorrhage,10046788,Vascular disorders
Uterine irritability,Uterine irritability,10079224,"Pregnancy, puerperium and perinatal conditions"
Uterine leiomyoma,Uterine leiomyoma,10046798,Reproductive system and breast disorders
Uterine mass,Uterine mass,10062662,Reproductive system and breast disorders
Uterine spasm,Uterine spasm,10046823,Reproductive system and breast disorders
Uveitis,Uveitis,10046851,Immune system disorders
Uvulitis,Uvulitis,10051962,Gastrointestinal disorders
VIth nerve paralysis,VIth nerve paralysis,10047641,Eye disorders
Vaccination complication,Vaccination complication,10046861,"Injury, poisoning and procedural complications"
Vaccination error,Vaccination error,10063972,"Injury, poisoning and procedural complications"
Vaccination failure,Vaccination failure,10046862,"Injury, poisoning and procedural complications"
Vaccination site abscess,Vaccination site abscess,10069556,Infections and infestations
Vaccination site atrophy,Vaccination site atrophy,10076155,"Injury, poisoning and procedural complications"
Vaccination site bruising,Vaccination site bruising,10069484,"Injury, poisoning and procedural complications"
Vaccination site cellulitis,Vaccination site cellulitis,10069559,"Injury, poisoning and procedural complications"
Vaccination site cyst,Vaccination site cyst,10076158,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Vaccination site discharge,Vaccination site discharge,10069560,"Injury, poisoning and procedural complications"
Vaccination site discolouration,Vaccination site discolouration,10069474,Skin and subcutaneous tissue disorders
Vaccination site discomfort,Vaccination site discomfort,10069478,"Injury, poisoning and procedural complications"
Vaccination site dryness,Vaccination site dryness,10076159,Skin and subcutaneous tissue disorders
Vaccination site erythema,Vaccination site erythema,10059079,Skin and subcutaneous tissue disorders
Vaccination site eschar,Vaccination site eschar,10069561,"Injury, poisoning and procedural complications"
Vaccination site haemorrhage,Vaccination site haemorrhage,10069475,Vascular disorders
Vaccination site induration,Vaccination site induration,10065117,"Injury, poisoning and procedural complications"
Vaccination site infection,Vaccination site infection,10068877,Infections and infestations
Vaccination site inflammation,Vaccination site inflammation,10068878,"Injury, poisoning and procedural complications"
Vaccination site injury,Vaccination site injury,10076169,"Injury, poisoning and procedural complications"
Vaccination site irritation,Vaccination site irritation,10069479,"Injury, poisoning and procedural complications"
Vaccination site joint erythema,Vaccination site joint erythema,10076177,"Injury, poisoning and procedural complications"
Vaccination site macule,Vaccination site macule,10076181,Skin and subcutaneous tissue disorders
Vaccination site mass,Vaccination site mass,10076182,"Injury, poisoning and procedural complications"
Vaccination site movement impairment,Vaccination site movement impairment,10076183,"Injury, poisoning and procedural complications"
Vaccination site nodule,Vaccination site nodule,10069616,Skin and subcutaneous tissue disorders
Vaccination site pain,Vaccination site pain,10068879,"Injury, poisoning and procedural complications"
Vaccination site pruritus,Vaccination site pruritus,10068881,Skin and subcutaneous tissue disorders
Vaccination site pustule,Vaccination site pustule,10066047,"Injury, poisoning and procedural complications"
Vaccination site rash,Vaccination site rash,10069482,Skin and subcutaneous tissue disorders
Vaccination site reaction,Vaccination site reaction,10059080,"Injury, poisoning and procedural complications"
Vaccination site scab,Vaccination site scab,10069618,Skin and subcutaneous tissue disorders
Vaccination site swelling,Vaccination site swelling,10069620,"Injury, poisoning and procedural complications"
Vaccination site urticaria,Vaccination site urticaria,10069622,"Injury, poisoning and procedural complications"
Vaccination site vesicles,Vaccination site vesicles,10069623,Skin and subcutaneous tissue disorders
Vaccination site warmth,Vaccination site warmth,10069624,"Injury, poisoning and procedural complications"
Vaccine breakthrough infection,Vaccine breakthrough infection,10067923,"Injury, poisoning and procedural complications"
Vaccine interaction,Vaccine interaction,10088119,General disorders and administration site conditions
Vaccine positive rechallenge,Vaccine positive rechallenge,10066903,"Injury, poisoning and procedural complications"
Vaginal discharge,Vaginal discharge,10046901,Reproductive system and breast disorders
Vaginal haemorrhage,Vaginal haemorrhage,10046910,Reproductive system and breast disorders
Vaginal lesion,Vaginal lesion,10048937,Reproductive system and breast disorders
Vaginal ulceration,Vaginal ulceration,10046943,Reproductive system and breast disorders
Vagus nerve disorder,Vagus nerve disorder,10061403,Nervous system disorders
Varicella,Varicella,10046980,Skin and subcutaneous tissue disorders
Varicella post vaccine,Varicella post vaccine,10063522,Infections and infestations
Varicella virus test,Varicella virus test,10070444,Investigations
Varicella virus test negative,Varicella virus test negative,10070445,Investigations
Varicella virus test positive,Varicella virus test positive,10070214,Investigations
Varicella zoster pneumonia,Varicella zoster pneumonia,10074254,Infections and infestations
Varicella zoster viraemia,Varicella zoster viraemia,10087746,Infections and infestations
Varicella zoster virus infection,Varicella zoster virus infection,10075611,Infections and infestations
Varicose vein,Varicose vein,10046996,Vascular disorders
Vascular dementia,Vascular dementia,10057678,Vascular disorders
Vascular device infection,Vascular device infection,10080714,Infections and infestations
Vascular endothelial growth factor assay,Vascular endothelial growth factor assay,10071597,Investigations
Vascular graft,Vascular graft,10067740,Surgical and medical procedures
Vascular imaging,Vascular imaging,10052677,Investigations
Vascular injury,Vascular injury,10047080,Vascular disorders
Vascular pain,Vascular pain,10047095,Vascular disorders
Vascular rupture,Vascular rupture,10053649,Vascular disorders
Vascular test,Vascular test,10062172,Investigations
Vasculitic rash,Vasculitic rash,10047111,Immune system disorders
Vasculitis,Vasculitis,10047115,Vascular disorders
Vasodilatation,Vasodilatation,10047141,Vascular disorders
Vein discolouration,Vein discolouration,10047183,Vascular disorders
Vein disorder,Vein disorder,10047184,Vascular disorders
Vena cava filter insertion,Vena cava filter insertion,10048932,Surgical and medical procedures
Venogram,Venogram,10047208,Investigations
Venogram abnormal,Venogram abnormal,10047209,Investigations
Venogram normal,Venogram normal,10047210,Investigations
Venous injury,Venous injury,10047228,Vascular disorders
Venous occlusion,Venous occlusion,10058990,Vascular disorders
Venous oxygen saturation,Venous oxygen saturation,10068425,Investigations
Venous oxygen saturation decreased,Venous oxygen saturation decreased,10068427,Investigations
Venous oxygen saturation normal,Venous oxygen saturation normal,10068474,Investigations
Ventilation perfusion mismatch,Ventilation perfusion mismatch,10069675,"Respiratory, thoracic and mediastinal disorders"
Ventilation/perfusion scan,Ventilation/perfusion scan,10047264,Investigations
Ventilation/perfusion scan abnormal,Ventilation/perfusion scan abnormal,10047265,Investigations
Ventilation/perfusion scan normal,Ventilation/perfusion scan normal,10047266,Investigations
Ventricular arrhythmia,Ventricular arrhythmia,10047281,Cardiac disorders
Ventricular assist device insertion,Ventricular assist device insertion,10052371,Surgical and medical procedures
Ventricular cisternostomy,Ventricular cisternostomy,10047286,Surgical and medical procedures
Ventricular drainage,Ventricular drainage,10052947,Surgical and medical procedures
Ventricular extrasystoles,Ventricular extrasystoles,10047289,Cardiac disorders
Ventricular fibrillation,Ventricular fibrillation,10047290,Cardiac disorders
Ventricular hypertrophy,Ventricular hypertrophy,10047295,Cardiac disorders
Ventricular hypokinesia,Ventricular hypokinesia,10050510,Cardiac disorders
Ventricular tachycardia,Ventricular tachycardia,10047302,Cardiac disorders
Ventriculo-peritoneal shunt,Ventriculo-peritoneal shunt,10047304,Surgical and medical procedures
Vertebral artery occlusion,Vertebral artery occlusion,10048965,Nervous system disorders
Vertebral artery stenosis,Vertebral artery stenosis,10047330,Nervous system disorders
Vertebral foraminal stenosis,Vertebral foraminal stenosis,10069690,Nervous system disorders
Vertebral osteophyte,Vertebral osteophyte,10055042,Musculoskeletal and connective tissue disorders
Vertebrobasilar insufficiency,Vertebrobasilar insufficiency,10047334,Nervous system disorders
Vertebrobasilar stroke,Vertebrobasilar stroke,10082484,Nervous system disorders
Vertebroplasty,Vertebroplasty,10063565,Surgical and medical procedures
Vertigo,Vertigo,10047340,Nervous system disorders
Vertigo positional,Vertigo positional,10047348,Nervous system disorders
Vestibular disorder,Vestibular disorder,10047386,Nervous system disorders
Vestibular function test,Vestibular function test,10047389,Investigations
Vestibular function test abnormal,Vestibular function test abnormal,10047390,Investigations
Vestibular function test normal,Vestibular function test normal,10047391,Investigations
Vestibular migraine,Vestibular migraine,10077920,Ear and labyrinth disorders
Vestibular neuronitis,Vestibular neuronitis,10047393,Ear and labyrinth disorders
Vestibular nystagmus,Vestibular nystagmus,10068101,Ear and labyrinth disorders
Vibration test,Vibration test,10059098,Investigations
Victim of child abuse,Victim of child abuse,10047401,Social circumstances
Victim of crime,Victim of crime,10061409,Social circumstances
Viral cardiomyopathy,Viral cardiomyopathy,10068767,Infections and infestations
Viral diarrhoea,Viral diarrhoea,10051511,Infections and infestations
Viral infection,Viral infection,10047461,Infections and infestations
Viral load increased,Viral load increased,10062180,Investigations
Viral myocarditis,Viral myocarditis,10047470,Infections and infestations
